file,speaker,duration,silence_duration,silence_intensity,s_intensity,no_surrounding_silence,has_s,audio_peaked,primary_environment_count,secondary_environment_count,UWUH_L,sil_HH,sil_F,F_sil,W_UWUH,TH_sil,vowel_vowel,V_sil,sil_TH,vowel_R,Y_vowel,vowel_D_vowel,vowel_L,vowel_sil,sil_DH,vowel_T_vowel,DH_sil,L_vowel,R_vowel,sil_V,Y_UWUH,W_vowel,sil_SSH,AE_R,AY_R,nonsilence_count,ER_R,nasal_vowel,sil_ZZH,AA_R,silence_count,sil_PTK,UH_R,IY_R,AO_R,UW_R,OW_R,AW_R,EH_R,sil_BDG,AH_R,vowel_PK_vowel,vowel_BG_vowel,vowel_nasal,IH_R,EY_R
1188-133604-0033,1188,6.625,1.794999999999999,34.71286,59.674538,False,True,False,3,15,0,0,0,0,0,0,1,0,0,2,0,0,2,3,0,0,0,6,4,0,0,0,0,0,0,63,0,2,0,0,4,0,0,1,1,0,0,0,0,1,0,0,1,4,0,0
1188-133604-0034,1188,20.905,5.195000000000002,32.91115,57.35564,False,True,False,10,28,1,0,0,0,0,0,5,0,0,4,0,1,4,2,1,5,0,6,3,0,2,4,0,0,0,213,0,9,0,0,10,0,0,0,2,0,0,0,2,1,0,1,0,22,0,0
1188-133604-0035,1188,2.925,1.3449999999999998,31.831808,56.45544,False,True,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,14,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1188-133604-0036,1188,7.97,1.8599999999999999,32.462063,55.055542,False,True,False,1,8,0,0,0,0,0,0,1,0,0,0,0,1,3,0,1,1,0,0,1,0,1,0,0,0,0,71,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0
1188-133604-0037,1188,14.51,3.0100000000000016,34.427578,57.240467,False,True,False,8,25,0,1,0,0,0,0,5,0,0,2,0,1,5,1,0,2,0,7,3,0,0,6,0,0,0,157,0,8,0,0,6,0,0,0,1,0,0,0,1,0,0,2,1,16,0,0
1188-133604-0038,1188,5.365,1.335,35.459526,58.86006,False,True,False,3,12,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,3,0,0,2,0,1,4,0,0,0,54,0,2,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0
1188-133604-0039,1188,6.625,1.5150000000000001,38.0657,55.279427,False,True,False,4,9,0,0,0,0,0,0,3,0,0,1,0,0,2,1,0,1,0,2,1,0,1,1,0,0,0,68,0,3,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0
1188-133604-0040,1188,3.23,1.05,41.54159,58.715744,False,True,False,2,6,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,2,0,0,0,0,0,0,33,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0
1188-133604-0041,1188,10.07,2.2700000000000005,36.812748,56.21034,False,True,False,5,14,0,0,0,0,0,0,3,0,0,2,0,0,4,0,0,4,0,2,2,0,0,2,1,0,0,93,0,5,0,0,4,0,0,0,1,0,0,0,1,0,0,0,2,11,0,0
1188-133604-0042,1188,2.66,0.9400000000000002,37.01855,55.46345,False,True,False,3,5,0,0,0,0,0,0,2,0,0,1,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,24,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1188-133604-0043,1188,4.885,0.9350000000000002,38.821075,57.310497,False,True,False,2,6,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2,1,0,1,1,1,0,0,55,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,7,0,0
1188-133604-0044,1188,18.545,6.185001000000003,36.18462,58.819973,False,True,False,9,26,1,2,0,0,1,0,3,0,0,2,0,2,6,2,0,1,0,6,2,0,2,5,0,0,0,156,0,3,0,0,8,1,0,0,1,0,0,0,0,0,0,1,2,9,1,0
121-121726-0000,121,8.46,1.7000000000000015,-29.124626,58.21643,False,True,False,4,9,0,1,0,0,0,0,1,0,0,2,1,0,3,0,0,0,0,2,2,0,0,1,0,0,0,78,0,4,0,0,5,0,1,0,0,0,0,0,1,2,0,4,1,6,0,0
121-121726-0001,121,5.925,2.0349999999999997,-74.7187,59.936535,False,True,False,4,7,0,1,0,0,0,0,3,0,0,0,0,1,1,0,1,2,0,1,1,0,0,0,0,0,0,31,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
121-121726-0002,121,4.41,1.7900000000000003,-6.044144,,False,False,False,2,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,4,2,0,1,1,0,0,0,0,0,0,0,0,3,0,0
121-121726-0003,121,6.755,1.8750000000000002,-119.23198,58.435574,False,True,False,2,11,0,1,0,0,0,0,0,0,0,1,0,1,2,2,0,0,0,2,2,0,0,2,0,0,0,45,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
121-121726-0004,121,4.02,1.6199999999999994,-115.3746,57.520435,False,True,False,2,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,23,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0
121-121726-0005,121,3.1,1.8400000000000003,-128.84709,49.934013,False,True,False,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
121-121726-0006,121,3.895,1.3949999999999998,-110.18653,52.810196,False,True,False,3,7,0,1,0,0,0,0,1,0,0,1,0,1,2,1,1,1,0,1,0,0,0,0,0,0,0,23,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
121-121726-0007,121,6.73,1.9900000000000002,-98.13192,55.45692,False,True,False,4,6,0,1,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,2,0,0,2,0,0,0,49,0,1,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,6,0,0
121-121726-0008,121,4.99,2.1399999999999997,-93.80455,60.72606,False,True,False,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,0,0,27,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
121-121726-0009,121,7.26,1.9399999999999995,-121.184074,56.873886,False,True,False,5,9,0,1,1,0,0,0,0,0,0,3,0,0,2,0,0,1,0,2,2,0,0,2,0,0,0,49,0,0,0,0,5,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0
121-121726-0010,121,9.81,2.7100000000000004,-112.72937,59.947113,False,True,False,2,7,0,1,0,0,0,0,1,0,0,0,0,1,3,0,1,0,0,2,0,0,0,0,0,0,0,74,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0
121-121726-0011,121,4.035,1.5450000000000004,-142.02522,56.36489,False,True,False,3,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,22,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
121-121726-0012,121,4.045,1.395,8.367222,60.77255,False,True,False,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,18,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0
121-121726-0013,121,2.49,1.07,-11.631578,,False,False,False,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0
121-121726-0014,121,3.165,1.425,-33.790493,61.58585,False,True,False,2,4,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,17,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
121-123852-0000,121,17.695,4.575000000000002,-68.837555,51.67475,False,True,False,11,20,1,2,1,0,0,0,1,0,0,6,1,0,3,2,2,3,0,2,3,0,1,3,0,0,0,113,0,2,0,2,9,0,0,1,1,0,0,0,1,0,0,1,1,11,1,0
121-123852-0001,121,1.87,1.05,-84.3061,,False,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
121-123852-0002,121,17.285,3.715001,15.532011,51.918324,False,True,False,6,13,0,0,1,0,1,1,0,0,0,3,0,0,2,4,1,2,0,2,1,0,0,1,0,0,0,114,0,6,0,1,13,1,0,0,1,0,0,0,1,2,0,1,0,14,0,0
121-123852-0003,121,23.505,5.785002999999997,18.23102,54.621677,False,True,False,12,22,1,0,0,0,0,1,2,2,2,4,0,0,3,3,0,4,0,6,2,0,0,4,0,0,0,153,1,9,0,2,18,2,0,0,0,0,0,0,0,5,0,0,0,14,1,0
121-123852-0004,121,16.29,3.1799999999999984,18.542336,53.16955,False,True,False,7,14,0,0,0,0,0,1,2,0,0,4,0,2,1,1,2,0,0,5,2,0,0,1,1,0,0,110,0,3,0,1,11,0,0,0,0,0,0,0,1,2,0,2,0,9,2,0
121-123859-0000,121,17.39,4.399999000000005,10.160345,55.706913,False,True,False,8,18,0,0,0,0,0,0,1,2,0,5,1,0,5,3,1,0,0,1,5,0,1,1,0,0,0,109,0,11,0,1,14,2,0,0,4,0,0,0,0,0,0,0,0,15,0,0
121-123859-0001,121,25.395,5.995000000000005,11.379454,53.789513,False,True,False,5,22,0,0,0,0,0,0,4,0,0,1,0,0,4,0,3,3,0,5,4,0,0,3,0,0,0,168,0,7,0,0,16,2,0,0,0,0,0,0,1,1,0,3,1,14,0,0
121-123859-0002,121,30.04,6.079999000000007,11.587717,54.344444,False,True,False,11,35,0,3,0,0,0,0,3,0,0,5,1,1,4,4,1,5,0,3,10,0,2,4,0,0,0,237,0,11,0,1,17,3,0,0,1,0,0,0,0,3,1,3,1,30,2,0
121-123859-0003,121,10.825,4.124999999999999,-9.374901,56.438255,False,True,False,3,9,1,1,0,0,0,1,0,0,0,0,0,0,1,2,1,1,0,1,2,0,0,1,0,0,0,54,0,2,0,0,7,2,0,0,0,0,0,0,0,1,0,0,2,2,0,0
121-123859-0004,121,9.505,2.4949999999999988,16.166122,51.71354,False,True,False,4,8,0,0,0,0,0,0,1,0,1,2,0,0,1,1,1,1,0,0,3,0,1,0,1,0,1,55,0,3,0,0,7,1,0,0,1,0,0,0,0,0,0,1,0,8,0,0
121-127105-0000,121,9.875,1.8849999999999985,-128.06781,54.291737,False,True,False,4,17,0,0,0,0,0,0,3,0,0,1,0,1,1,1,0,3,0,5,3,0,0,3,0,0,0,109,0,3,0,0,6,1,0,0,0,0,0,0,0,0,1,1,1,11,0,0
121-127105-0001,121,5.025,0.5150000000000007,-44.278595,59.43727,False,True,False,4,14,0,0,0,0,0,0,2,1,0,1,1,0,5,0,0,1,0,3,1,0,0,3,1,0,0,60,0,3,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0
121-127105-0002,121,7.495,1.2249999999999996,29.629055,63.84244,False,True,False,5,13,0,3,0,1,0,0,0,1,0,0,0,1,1,3,0,3,0,1,1,0,0,3,0,0,0,75,0,6,0,0,7,1,0,0,0,0,0,0,0,1,0,1,0,5,0,0
121-127105-0003,121,7.725,1.8549999999999998,-96.940186,59.866554,False,True,False,3,11,0,0,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0,1,4,0,1,3,0,0,0,71,0,5,0,0,4,0,0,0,0,0,0,0,1,0,0,1,0,7,0,0
121-127105-0004,121,2.11,0.8799999999999999,-112.35294,65.30474,False,True,False,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,13,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
121-127105-0005,121,5.82,0.9800000000000006,-105.98695,61.015823,False,True,False,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,57,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0
121-127105-0006,121,4.725,1.0249999999999995,-59.77716,62.674507,False,True,False,2,7,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,2,0,0,1,0,0,0,58,0,2,0,1,3,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0
121-127105-0007,121,5.79,1.1400000000000006,-70.67853,61.328682,False,True,False,2,5,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,47,0,1,0,0,5,1,0,0,1,0,0,0,0,0,1,1,0,4,0,0
121-127105-0008,121,2.76,0.7999999999999996,-17.94211,,False,False,False,3,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,19,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0
121-127105-0009,121,2.29,0.31000000000000016,6.0923667,,False,False,False,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,24,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
121-127105-0010,121,2.85,0.49000000000000005,-12.02358,66.38979,False,True,False,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,33,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0
121-127105-0011,121,5.78,0.6299999999999997,-21.501091,60.749657,False,True,False,5,7,0,0,0,0,2,0,2,1,0,0,0,0,1,1,0,1,0,0,1,0,0,3,2,0,0,69,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,9,0,0
121-127105-0012,121,4.83,0.68,17.977057,62.87127,False,True,False,1,8,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,1,0,0,1,2,0,0,0,55,0,0,0,0,5,0,1,0,0,0,0,0,0,1,0,1,0,4,0,0
121-127105-0013,121,5.895,1.0349999999999997,-73.28063,63.16938,False,True,False,4,9,1,1,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,2,0,0,3,2,0,0,0,64,0,1,0,0,4,0,0,1,0,0,0,0,1,1,0,2,0,5,0,0
121-127105-0014,121,2.255,0.865,-78.46507,,False,False,False,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,9,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121-127105-0015,121,2.96,0.5900000000000001,5.338502,,False,False,False,3,4,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1,34,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0
121-127105-0016,121,2.03,0.28999999999999987,9.796248,59.911327,False,True,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,25,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0
121-127105-0017,121,2.695,0.4550000000000002,38.019787,61.76415,False,True,False,0,8,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,1,0,0,2,0,0,0,35,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
121-127105-0018,121,2.77,0.3099999999999999,-2.0849686,59.05791,False,True,False,1,4,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,32,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
121-127105-0019,121,3.525,0.5850000000000001,-54.352257,62.145184,False,True,False,4,7,0,0,0,0,0,0,3,0,0,1,0,0,2,0,0,1,0,2,2,0,0,0,0,0,0,43,0,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
121-127105-0020,121,14.355,1.7049999999999947,-107.87283,58.491028,False,True,False,8,34,0,1,0,0,0,1,1,0,0,5,0,0,7,6,2,4,0,4,4,0,0,7,1,0,0,129,0,5,0,0,13,1,0,0,4,0,0,0,0,0,1,4,0,7,0,0
121-127105-0021,121,2.0,0.43000000000000005,3.3284411,57.051926,False,True,False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,15,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
121-127105-0022,121,5.075,1.5650000000000004,-41.10992,,False,False,False,1,7,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,4,0,0,0,36,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
121-127105-0023,121,10.91,1.489999999999999,3.8896933,61.329082,False,True,False,5,19,0,0,1,0,0,0,0,2,0,2,0,0,1,2,1,4,0,4,5,0,0,2,0,0,0,105,0,7,0,0,6,0,0,1,0,0,0,0,1,0,0,0,1,7,0,0
121-127105-0024,121,14.45,2.1599999999999984,-63.318848,58.788425,False,True,False,10,15,0,2,0,0,0,2,1,0,0,5,1,1,2,0,0,3,0,2,3,0,0,3,0,0,0,158,0,7,0,1,10,2,0,0,2,1,0,0,0,1,1,1,2,16,0,0
121-127105-0025,121,16.065,2.164999999999999,-39.883595,60.207645,False,True,False,9,25,0,0,0,0,1,0,3,0,0,5,0,8,1,1,2,2,0,1,5,0,1,4,1,0,0,161,0,3,0,2,7,1,1,0,1,0,0,0,0,0,1,2,0,10,0,0
121-127105-0026,121,7.53,1.0799999999999996,-32.963104,61.09291,False,True,False,2,7,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,3,0,0,1,0,0,0,0,0,0,78,0,4,0,0,6,0,0,0,0,0,0,0,0,1,1,2,1,8,0,0
121-127105-0027,121,13.87,2.389999999999999,12.77124,56.834244,False,True,False,3,19,0,1,0,0,0,0,2,0,0,0,0,2,4,0,1,2,0,3,4,0,0,3,0,0,0,140,0,3,0,0,6,0,0,0,0,0,0,0,0,1,0,1,1,10,0,0
121-127105-0028,121,6.75,1.2400000000000007,-149.85002,,False,False,False,4,9,0,0,0,0,0,0,2,0,0,2,0,0,2,0,1,0,0,2,2,0,0,2,0,0,0,72,1,2,0,0,3,0,0,0,0,0,0,0,1,0,0,2,0,6,0,0
121-127105-0029,121,7.31,1.4299999999999995,-31.078716,59.700783,False,True,False,6,14,0,0,0,0,1,0,2,0,0,3,1,2,2,1,1,2,0,2,2,0,0,1,0,0,0,81,0,3,0,0,4,0,0,0,2,0,0,0,1,1,0,1,0,6,0,0
121-127105-0030,121,2.175,0.6649999999999996,-18.95683,61.090736,False,True,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0
121-127105-0031,121,10.765,3.535000000000001,-119.50449,59.6213,False,True,False,3,16,0,0,0,0,0,0,1,1,0,1,1,0,2,1,0,2,0,4,4,0,0,2,2,0,0,76,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0
121-127105-0032,121,3.17,0.55,-107.84858,61.004032,False,True,False,1,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,30,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
121-127105-0033,121,2.355,0.7550000000000001,-77.1048,,False,False,False,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,16,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121-127105-0034,121,7.41,2.2300000000000004,-97.69987,61.7769,False,True,False,1,5,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,64,0,2,0,0,5,0,0,0,1,0,0,0,0,0,0,1,1,8,0,0
121-127105-0035,121,14.15,5.330000000000001,-61.41333,58.840073,False,True,False,5,16,0,1,0,0,0,0,2,0,1,1,0,3,4,0,0,1,0,1,5,0,0,2,2,0,0,116,0,5,0,0,8,0,0,0,1,0,0,0,0,2,0,0,0,14,0,0
121-127105-0036,121,4.15,1.3600000000000005,-99.402405,55.317623,False,True,False,3,8,0,1,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,1,1,0,0,3,0,0,0,35,1,1,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1221-135766-0000,1221,12.435,1.7250000000000016,40.342373,60.552483,False,True,False,6,16,0,1,0,0,1,0,3,0,0,1,1,1,3,0,0,2,0,1,5,0,1,2,0,0,0,135,0,3,0,0,8,1,0,0,1,0,0,0,0,0,0,1,0,15,0,0
1221-135766-0001,1221,16.715,2.335001,41.27074,60.99334,False,True,False,8,22,0,2,1,0,0,0,2,0,0,3,0,1,5,3,0,0,0,6,3,0,0,4,0,0,0,171,0,6,0,0,14,1,0,0,1,0,0,0,1,1,1,2,1,18,0,0
1221-135766-0002,1221,4.825,0.8950000000000007,41.74192,60.011738,False,True,False,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,0,0,1,0,0,0,48,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1221-135766-0003,1221,13.72,1.86,42.417362,59.804146,False,True,False,9,27,0,1,0,0,0,0,5,0,0,3,0,1,5,3,1,4,0,3,5,0,1,4,0,0,0,141,0,3,0,1,6,1,0,0,0,0,0,0,2,0,0,1,3,5,0,0
1221-135766-0004,1221,7.44,1.050000000000001,39.80066,61.902,False,True,False,7,17,0,0,0,1,0,0,3,0,0,3,0,0,2,1,2,4,0,3,3,0,1,1,0,0,0,81,0,3,0,0,7,0,0,0,1,0,0,0,2,0,0,2,1,4,0,0
1221-135766-0005,1221,16.645,2.084999,39.877884,60.817333,False,True,False,15,32,0,2,1,0,0,1,4,1,0,6,0,2,10,2,0,1,0,5,7,0,0,5,0,0,1,186,0,5,0,0,10,0,1,0,0,0,0,0,1,2,0,3,2,18,3,0
1221-135766-0006,1221,11.415,2.3449999999999993,40.024082,61.09975,False,True,False,7,20,0,0,0,0,0,0,5,0,0,2,1,2,4,1,1,2,0,4,2,0,0,3,0,0,0,115,0,6,0,0,8,0,0,0,2,0,0,0,0,1,0,0,0,12,0,0
1221-135766-0007,1221,8.795,1.7650000000000001,39.88738,62.848244,False,True,False,6,18,0,1,0,0,0,0,1,2,0,2,0,1,4,1,1,2,0,3,5,0,0,1,0,0,0,80,0,2,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0
1221-135766-0008,1221,10.78,1.199999999999999,43.0523,63.644966,False,True,False,10,16,0,0,0,0,0,0,6,0,0,4,0,0,4,2,1,3,0,2,3,0,0,1,1,0,0,114,0,4,0,1,7,0,0,0,2,0,0,0,1,1,0,0,0,11,0,0
1221-135766-0009,1221,10.19,1.259999999999999,42.263012,58.517147,False,True,False,9,12,1,1,0,0,0,0,3,0,0,4,0,0,2,0,0,1,0,2,4,0,0,3,0,0,0,117,0,9,0,1,7,0,0,0,3,0,0,0,0,0,0,3,0,11,0,0
1221-135766-0010,1221,15.05,2.710000000000001,41.723488,59.517876,False,True,False,4,27,0,1,0,0,0,0,2,0,0,1,1,0,9,2,1,0,0,6,2,0,1,5,1,0,0,157,0,8,0,0,11,1,0,0,0,0,0,0,0,0,0,3,1,15,1,0
1221-135766-0011,1221,21.345,3.7750009999999965,42.01682,62.93179,False,True,False,14,31,0,2,0,1,0,0,5,2,0,4,0,0,9,1,0,3,0,10,4,0,0,4,0,0,0,205,0,6,0,0,16,2,1,0,1,0,0,0,1,2,1,1,3,14,0,0
1221-135766-0012,1221,16.22,2.6899999999999995,41.227215,59.414417,False,True,False,8,27,0,1,0,0,0,0,4,0,0,3,1,1,7,0,2,2,0,3,7,0,1,3,0,0,0,163,0,5,0,0,8,0,0,0,0,0,0,0,1,3,0,0,1,16,2,0
1221-135766-0013,1221,3.645,0.5549999999999999,42.471695,58.49952,False,True,False,2,5,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,33,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,1,2,0,0
1221-135766-0014,1221,4.75,0.9299999999999997,40.635468,59.536266,False,True,False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,44,0,2,0,0,4,1,0,0,0,0,0,0,0,1,0,1,0,6,0,0
1221-135766-0015,1221,2.63,0.44000000000000017,41.261757,60.910675,False,True,False,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,26,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0
1221-135767-0000,1221,24.85,3.6700009999999934,39.911037,58.486465,False,True,False,16,45,1,2,2,0,0,0,4,0,0,7,1,2,9,3,1,4,0,8,10,0,0,7,0,0,0,270,1,9,0,0,14,0,1,0,4,0,0,0,1,0,0,5,3,29,0,0
1221-135767-0001,1221,13.43,1.4799999999999995,40.181858,59.793217,False,True,False,11,17,0,0,0,0,0,0,6,0,0,5,0,2,3,2,0,2,0,2,4,0,1,1,0,0,0,147,0,7,0,1,6,1,0,0,2,0,0,0,2,0,0,3,0,16,0,0
1221-135767-0002,1221,16.12,2.289999999999999,41.45822,61.84112,False,True,False,5,25,0,0,0,0,0,0,3,0,0,2,0,1,3,1,0,4,0,8,4,0,0,4,0,0,0,169,0,2,0,1,9,0,0,0,0,0,0,0,1,0,0,4,1,13,0,0
1221-135767-0003,1221,18.63,2.1100009999999987,40.362087,59.91391,False,True,False,12,39,0,0,0,1,0,0,4,0,0,7,0,4,7,3,1,6,0,8,6,0,1,3,0,0,0,205,0,9,0,2,9,0,0,0,2,0,0,0,0,1,1,8,0,17,2,0
1221-135767-0004,1221,19.09,3.3299989999999973,39.609356,60.336235,False,True,False,10,25,0,0,0,0,1,2,4,0,0,3,1,2,2,2,0,3,0,5,5,0,2,3,0,0,0,178,0,4,0,0,15,2,0,0,0,0,0,0,1,2,0,2,1,18,2,0
1221-135767-0005,1221,5.865,1.4850000000000005,40.420742,61.403538,False,True,False,4,12,0,0,0,1,0,0,0,0,0,3,0,0,0,2,1,2,0,5,0,0,0,2,0,0,0,53,0,2,0,2,6,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0
1221-135767-0006,1221,20.56,2.7500029999999955,40.848957,61.20904,False,True,False,16,28,0,1,0,1,0,0,7,0,0,7,0,2,6,2,2,4,0,6,4,0,0,2,0,0,0,208,0,11,0,0,14,0,0,1,4,0,0,0,1,1,1,1,1,21,0,0
1221-135767-0007,1221,12.77,2.6499999999999995,40.29331,56.640564,False,True,False,8,25,0,1,0,0,0,1,3,0,0,3,0,1,2,5,0,3,0,5,5,0,0,4,1,0,0,124,0,2,0,1,10,3,0,0,0,0,0,0,0,1,1,2,0,12,1,0
1221-135767-0008,1221,3.095,0.8150000000000002,41.599766,61.363476,False,True,False,2,5,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,29,0,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,4,0,0
1221-135767-0009,1221,13.34,2.4899999999999993,40.992443,56.988125,False,True,False,6,20,0,1,0,0,0,0,4,0,0,1,0,3,5,0,0,3,0,4,3,0,0,2,2,0,0,137,0,7,0,0,9,0,0,0,0,0,0,0,0,1,1,1,0,16,0,0
1221-135767-0010,1221,8.2,1.0699999999999985,40.869267,63.95445,False,True,False,3,12,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,3,0,1,1,0,2,4,1,0,0,88,0,1,0,1,5,1,0,0,0,0,0,0,0,1,0,0,0,6,0,0
